FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,Acre,Brazil,2021-01-07 05:22:03,-9.0238,-70.812,42378,814,37712,3852,"Acre, Brazil",4805.116023289698,1.9208079663976592
,,Alagoas,Brazil,2021-01-07 05:22:03,-9.5713,-36.782,106881,2529,101553,2799,"Alagoas, Brazil",3202.564184772561,2.366182951132568
,,Amapa,Brazil,2021-01-07 05:22:03,0.902,-52.003,69469,950,53600,14919,"Amapa, Brazil",8214.077525832681,1.3675164461846292
,,Amazonas,Brazil,2021-01-07 05:22:03,-3.4168,-65.8561,207092,5500,172626,28966,"Amazonas, Brazil",4996.673983019337,2.6558244644892124
,,Bahia,Brazil,2021-01-07 05:22:03,-12.5797,-41.7007,502938,9304,488294,5340,"Bahia, Brazil",3381.535909480386,1.8499298124222072
,,Ceara,Brazil,2021-01-07 05:22:03,-5.4984,-39.3206,340089,10056,273050,56983,"Ceara, Brazil",3724.1140515882585,2.9568730538182653
,,Distrito Federal,Brazil,2021-01-07 05:22:03,-15.7998,-47.8645,255875,4328,245256,6291,"Distrito Federal, Brazil",8485.978692441271,1.6914509037616023
,,Espirito Santo,Brazil,2021-01-07 05:22:03,-19.1834,-40.3089,255907,5206,236126,14575,"Espirito Santo, Brazil",6367.984273325619,2.034332784957035
,,Goias,Brazil,2021-01-07 05:22:03,-15.827,-49.8362,313439,6901,302566,3972,"Goias, Brazil",4465.9901737643895,2.2017043188626815
,,Maranhao,Brazil,2021-01-07 05:22:03,-4.9609,-45.2744,201454,4537,191089,5828,"Maranhao, Brazil",2847.33351697999,2.2521270364450445
,,Mato Grosso,Brazil,2021-01-07 05:22:03,-12.6819,-56.9211,184232,4546,174814,4872,"Mato Grosso, Brazil",5287.237700123921,2.4675409266576924
,,Mato Grosso do Sul,Brazil,2021-01-07 05:22:03,-20.7722,-54.7852,139152,2459,123361,13332,"Mato Grosso do Sul, Brazil",5007.294027389847,1.7671323444866045
,,Minas Gerais,Brazil,2021-01-07 05:22:03,-18.5122,-44.555,566207,12211,509638,44358,"Minas Gerais, Brazil",2674.7252594633296,2.1566317618821387
,,Para,Brazil,2021-01-07 05:22:03,-1.9981,-54.9306,296752,7247,279527,9978,"Para, Brazil",3449.455501161532,2.4421065401412627
,,Paraiba,Brazil,2021-01-07 05:22:03,-7.24,-36.782,169646,3755,128558,37333,"Paraiba, Brazil",4222.0168750265975,2.213432677457765
,,Parana,Brazil,2021-01-07 05:22:03,-25.2521,-52.0215,430873,8233,312210,110430,"Parana, Brazil",3768.3629560614927,1.910771851566471
,,Pernambuco,Brazil,2021-01-07 05:22:03,-8.8137,-36.9541,226940,9731,192485,24724,"Pernambuco, Brazil",2374.576897043037,4.28791751123645
,,Piaui,Brazil,2021-01-07 05:22:03,-7.7183,-42.7289,144857,2873,142127,-143,"Piaui, Brazil",4425.510360265267,1.9833352892852951
,,Rio Grande do Norte,Brazil,2021-01-07 05:22:03,-5.4026,-36.9541,120836,3059,68394,49383,"Rio Grande do Norte, Brazil",3445.7104418120753,2.5315303386408026
,,Rio Grande do Sul,Brazil,2021-01-07 05:22:03,-30.0346,-51.2177,465337,9226,442013,14098,"Rio Grande do Sul, Brazil",4090.0696557398505,1.9826491338535297
,,Rio de Janeiro,Brazil,2021-01-07 05:22:03,-22.9068,-43.1729,448089,26068,416229,5792,"Rio de Janeiro, Brazil",2595.369124589638,5.817594272566388
,,Rondonia,Brazil,2021-01-07 05:22:03,-11.5057,-63.5806,98811,1875,83075,13861,"Rondonia, Brazil",5559.8475150867225,1.8975620123265629
,,Roraima,Brazil,2021-01-07 05:22:03,-2.7376,-62.0751,69180,789,66262,2129,"Roraima, Brazil",11420.345647871023,1.1405030355594101
,,Santa Catarina,Brazil,2021-01-07 05:22:03,-27.2423,-50.2189,506897,5482,481373,20042,"Santa Catarina, Brazil",7074.83598956452,1.0814820367845934
,,Sao Paulo,Brazil,2021-01-07 05:22:03,-23.5505,-46.6333,1501085,47511,1324431,129143,"Sao Paulo, Brazil",3268.9810278954164,3.1651105700210183
,,Sergipe,Brazil,2021-01-07 05:22:03,-10.5741,-37.3857,117818,2532,104778,10508,"Sergipe, Brazil",5125.427633754093,2.1490773905515286
,,Tocantins,Brazil,2021-01-07 05:22:03,-10.1753,-48.2982,91596,1252,82139,8205,"Tocantins, Brazil",5823.509440727946,1.3668719158041835
